country,indicatorType,indicator,unit,year,value
egypt,economic indicators,Current account balance,US $B,2015,-12.2
egypt,economic indicators,Government Gross Debt (share of GDP),%,2015,89
egypt,economic indicators,International Reserves,US $B,2015,15.86
egypt,economic indicators,CO2 emissions intensity,kg/$1000 of GDP,2015,242
egypt,economic indicators,CO2 emissions per capita,metric tons,2015,2.48
egypt,economic indicators,GDP,US $B,2014,301.54
egypt,economic indicators,GDP based on PPP,Int. $B,2014,997.34
egypt,economic indicators,Real GDP growth,%,2014,2.2
egypt,economic indicators,GDP per capita,US $,2014,3474
egypt,economic indicators,GDP per capita based on PPP,Int. $B,2014,11490
egypt,economic indicators,Population,million,2014,89.58
egypt,economic indicators,Land Area,sq.km,2014,995450
egypt,economic indicators,Human Development Index,,2014,0.69
egypt,economic indicators,Inflation rate,%,2014,10.1
egypt,economic indicators,Unemployment rate,%,2014,13.4
egypt,economic indicators,Current account balance,US $B,2014,-2.4
egypt,economic indicators,Government Gross Debt (share of GDP),%,2014,86.3
egypt,economic indicators,International Reserves,US $B,2014,14.93
egypt,economic indicators,CO2 emissions intensity,kg/$1000 of GDP,2014,247.24
egypt,economic indicators,CO2 emissions per capita,metric tons,2014,2.48
egypt,economic indicators,GDP,US $B,2013,285.44
egypt,economic indicators,GDP based on PPP,Int. $B,2013,958.38
egypt,economic indicators,Real GDP growth,%,2013,2.1
egypt,economic indicators,GDP per capita,US $,2013,3374
egypt,economic indicators,GDP per capita based on PPP,Int. $B,2013,11328
egypt,economic indicators,Population,million,2013,87.61
egypt,economic indicators,Land Area,sq.km,2013,995450
egypt,economic indicators,Human Development Index,,2013,0.68
egypt,economic indicators,Inflation rate,%,2013,6.9
egypt,economic indicators,Unemployment rate,%,2013,13
egypt,economic indicators,Current account balance,US $B,2013,-6.4
egypt,economic indicators,Government Gross Debt (share of GDP),%,2013,84.8
egypt,economic indicators,International Reserves,US $B,2013,16.54
egypt,economic indicators,CO2 emissions intensity,kg/$1000 of GDP,2013,249.5
egypt,economic indicators,CO2 emissions per capita,metric tons,2013,2.51
egypt,economic indicators,GDP,US $B,2012,275.76
egypt,economic indicators,GDP based on PPP,Int. $B,2012,923.74
egypt,economic indicators,Real GDP growth,%,2012,2.2
egypt,economic indicators,GDP per capita,US $,2012,3347
egypt,economic indicators,GDP per capita based on PPP,Int. $B,2012,11210
egypt,economic indicators,Population,million,2012,85.66
egypt,economic indicators,Land Area,sq.km,2012,995450
egypt,economic indicators,Human Development Index,,2012,0.68
egypt,economic indicators,Inflation rate,%,2012,8.7
egypt,economic indicators,Unemployment rate,%,2012,12.4
egypt,economic indicators,Current account balance,US $B,2012,-10.1
egypt,economic indicators,Government Gross Debt (share of GDP),%,2012,74.6
egypt,economic indicators,International Reserves,US $B,2012,15.67
egypt,economic indicators,CO2 emissions intensity,kg/$1000 of GDP,2012,264.76
egypt,economic indicators,CO2 emissions per capita,metric tons,2012,2.67
egypt,economic indicators,GDP,US $B,2011,247.73
egypt,economic indicators,GDP based on PPP,Int. $B,2011,887.28
egypt,economic indicators,Real GDP growth,%,2011,1.8
egypt,economic indicators,GDP per capita,US $,2011,3077
egypt,economic indicators,GDP per capita based on PPP,Int. $B,2011,11022
egypt,economic indicators,Population,million,2011,83.79
egypt,economic indicators,Land Area,sq.km,2011,995450
egypt,economic indicators,Human Development Index,,2011,0.68
egypt,economic indicators,Inflation rate,%,2011,11.1
egypt,economic indicators,Unemployment rate,%,2011,10.4
egypt,economic indicators,Current account balance,US $B,2011,-6.1
egypt,economic indicators,Government Gross Debt (share of GDP),%,2011,72.8
egypt,economic indicators,International Reserves,US $B,2011,18.64
egypt,economic indicators,CO2 emissions intensity,kg/$1000 of GDP,2011,262.5
egypt,economic indicators,CO2 emissions per capita,metric tons,2011,2.64
egypt,economic indicators,GDP,US $B,2010,230.02
egypt,economic indicators,GDP based on PPP,Int. $B,2010,854.26
egypt,economic indicators,Real GDP growth,%,2010,5.1
egypt,economic indicators,GDP per capita,US $,2010,2922
egypt,economic indicators,GDP per capita based on PPP,Int. $B,2010,10851
egypt,economic indicators,Population,million,2010,82.04
egypt,economic indicators,Land Area,sq.km,2010,995450
egypt,economic indicators,Human Development Index,,2010,0.68
egypt,economic indicators,Inflation rate,%,2010,11.7
egypt,economic indicators,Unemployment rate,%,2010,9.2
egypt,economic indicators,Current account balance,US $B,2010,-4.3
egypt,economic indicators,Government Gross Debt (share of GDP),%,2010,69.6
egypt,economic indicators,International Reserves,US $B,2010,37.03
egypt,economic indicators,CO2 emissions intensity,kg/$1000 of GDP,2010,253.51
egypt,economic indicators,CO2 emissions per capita,metric tons,2010,2.56
egypt,energy indicators,Gross energy production,ktoe,2017,
egypt,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2017,
egypt,energy indicators,Gross energy production - Natural Gas,%,2017,
egypt,energy indicators,Gross energy production - Coal,%,2017,
egypt,energy indicators,Gross energy production - Nuclear,%,2017,
egypt,energy indicators,Gross energy production - Renewables,%,2017,
egypt,energy indicators,Gross energy production - Solar,%,2017,
egypt,energy indicators,Gross energy production - Wind,%,2017,
egypt,energy indicators,Gross energy production - Hydropower,%,2017,
egypt,energy indicators,Gross energy production - Other,%,2017,
egypt,energy indicators,Total energy export,ktoe,2017,
egypt,energy indicators,Total energy export - Crude Oil and Oil Products,%,2017,
egypt,energy indicators,Total energy export - Natural Gas,%,2017,
egypt,energy indicators,Total energy export - Coal,%,2017,
egypt,energy indicators,Total energy export - Electricity,%,2017,
egypt,energy indicators,Total energy import,ktoe,2017,
egypt,energy indicators,Total energy import- Crude Oil and Oil Products,%,2017,
egypt,energy indicators,Total energy import - Natural Gas,%,2017,
egypt,energy indicators,Total energy import - Coal,%,2017,
egypt,energy indicators,Total energy import - Electricity,%,2017,
egypt,energy indicators,Total primary energy supply (TPES),ktoe,2017,
egypt,energy indicators,Primary energy supply per capita,toe,2017,
egypt,energy indicators,Energy productivity,$/kgoe,2017,
egypt,energy indicators,Energy subsidies,$B,2017,
egypt,energy indicators,Final energy consumption,ktoe,2017,
egypt,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2017,
egypt,energy indicators,Final energy consumption - Natural Gas,%,2017,
egypt,energy indicators,Final energy consumption - Coal,%,2017,
egypt,energy indicators,Final energy consumption - Electricity,%,2017,
egypt,energy indicators,Final energy consumption - Other,%,2017,
egypt,energy indicators,Energy use per capita,toe,2017,
egypt,energy indicators,Energy use by Sector - Industry,%,2017,
egypt,energy indicators,Energy use by Sector - Transport,%,2017,
egypt,energy indicators,Energy use by Sector - Residential,%,2017,
egypt,energy indicators,Energy use by Sector - Tertiary,%,2017,
egypt,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2017,
egypt,energy indicators,Energy use by Sector - Other,%,2017,
egypt,energy indicators,Gross energy production,ktoe,2016,
egypt,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2016,
egypt,energy indicators,Gross energy production - Natural Gas,%,2016,
egypt,energy indicators,Gross energy production - Coal,%,2016,
egypt,energy indicators,Gross energy production - Nuclear,%,2016,
egypt,energy indicators,Gross energy production - Renewables,%,2016,
egypt,energy indicators,Gross energy production - Solar,%,2016,
egypt,energy indicators,Gross energy production - Wind,%,2016,
egypt,energy indicators,Gross energy production - Hydropower,%,2016,
egypt,energy indicators,Gross energy production - Other,%,2016,
egypt,energy indicators,Total energy export,ktoe,2016,
egypt,energy indicators,Total energy export - Crude Oil and Oil Products,%,2016,
egypt,energy indicators,Total energy export - Natural Gas,%,2016,
egypt,energy indicators,Total energy export - Coal,%,2016,
egypt,energy indicators,Total energy export - Electricity,%,2016,
egypt,energy indicators,Total energy import,ktoe,2016,
egypt,energy indicators,Total energy import- Crude Oil and Oil Products,%,2016,
egypt,energy indicators,Total energy import - Natural Gas,%,2016,
egypt,energy indicators,Total energy import - Coal,%,2016,
egypt,energy indicators,Total energy import - Electricity,%,2016,
egypt,energy indicators,Total primary energy supply (TPES),ktoe,2016,
egypt,energy indicators,Primary energy supply per capita,toe,2016,
egypt,energy indicators,Energy productivity,$/kgoe,2016,
egypt,energy indicators,Energy subsidies,$B,2016,
egypt,energy indicators,Final energy consumption,ktoe,2016,
egypt,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2016,
egypt,energy indicators,Final energy consumption - Natural Gas,%,2016,
egypt,energy indicators,Final energy consumption - Coal,%,2016,
egypt,energy indicators,Final energy consumption - Electricity,%,2016,
egypt,energy indicators,Final energy consumption - Other,%,2016,
egypt,energy indicators,Energy use per capita,toe,2016,
egypt,energy indicators,Energy use by Sector - Industry,%,2016,
egypt,energy indicators,Energy use by Sector - Transport,%,2016,
egypt,energy indicators,Energy use by Sector - Residential,%,2016,
egypt,energy indicators,Energy use by Sector - Tertiary,%,2016,
egypt,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2016,
egypt,energy indicators,Energy use by Sector - Other,%,2016,
egypt,energy indicators,Gross energy production,ktoe,2015,
egypt,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2015,
egypt,energy indicators,Gross energy production - Natural Gas,%,2015,
egypt,energy indicators,Gross energy production - Coal,%,2015,
egypt,energy indicators,Gross energy production - Nuclear,%,2015,
egypt,energy indicators,Gross energy production - Renewables,%,2015,
egypt,energy indicators,Gross energy production - Solar,%,2015,
egypt,energy indicators,Gross energy production - Wind,%,2015,
egypt,energy indicators,Gross energy production - Hydropower,%,2015,
egypt,energy indicators,Gross energy production - Other,%,2015,
egypt,energy indicators,Total energy export,ktoe,2015,
egypt,energy indicators,Total energy export - Crude Oil and Oil Products,%,2015,
egypt,energy indicators,Total energy export - Natural Gas,%,2015,
egypt,energy indicators,Total energy export - Coal,%,2015,
egypt,energy indicators,Total energy export - Electricity,%,2015,
egypt,energy indicators,Total energy import,ktoe,2015,
egypt,energy indicators,Total energy import- Crude Oil and Oil Products,%,2015,
egypt,energy indicators,Total energy import - Natural Gas,%,2015,
egypt,energy indicators,Total energy import - Coal,%,2015,
egypt,energy indicators,Total energy import - Electricity,%,2015,
egypt,energy indicators,Total primary energy supply (TPES),ktoe,2015,
egypt,energy indicators,Primary energy supply per capita,toe,2015,
egypt,energy indicators,Energy productivity,$/kgoe,2015,
egypt,energy indicators,Energy subsidies,$B,2015,32.34851551
egypt,energy indicators,Final energy consumption,ktoe,2015,
egypt,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2015,
egypt,energy indicators,Final energy consumption - Natural Gas,%,2015,
egypt,energy indicators,Final energy consumption - Coal,%,2015,
egypt,energy indicators,Final energy consumption - Electricity,%,2015,
egypt,energy indicators,Final energy consumption - Other,%,2015,
egypt,energy indicators,Energy use per capita,toe,2015,
egypt,energy indicators,Energy use by Sector - Industry,%,2015,
egypt,energy indicators,Energy use by Sector - Transport,%,2015,
egypt,energy indicators,Energy use by Sector - Residential,%,2015,
egypt,energy indicators,Energy use by Sector - Tertiary,%,2015,
egypt,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2015,
egypt,energy indicators,Energy use by Sector - Other,%,2015,
egypt,energy indicators,Gross energy production,ktoe,2014,80356.915
egypt,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2014,38.79569792
egypt,energy indicators,Gross energy production - Natural Gas,%,2014,57.37929959
egypt,energy indicators,Gross energy production - Coal,%,2014,0
egypt,energy indicators,Gross energy production - Nuclear,%,2014,0
egypt,energy indicators,Gross energy production - Renewables,%,2014,3.825001246
egypt,energy indicators,Gross energy production - Solar,%,2014,0.026434564
egypt,energy indicators,Gross energy production - Wind,%,2014,0.140734621
egypt,energy indicators,Gross energy production - Hydropower,%,2014,1.496067887
egypt,energy indicators,Gross energy production - Other,%,2014,1.24E-06
egypt,energy indicators,Total energy export,ktoe,2014,17429.727
egypt,energy indicators,Total energy export - Crude Oil and Oil Products,%,2014,68.82312615
egypt,energy indicators,Total energy export - Natural Gas,%,2014,30.32048637
egypt,energy indicators,Total energy export - Coal,%,2014,0.477339662
egypt,energy indicators,Total energy export - Electricity,%,2014,0.231902657
egypt,energy indicators,Total energy import,ktoe,2014,13015.103
